集計上の作物分類,作物名,用途,登録番号,農薬の種類,農薬の名称,適用病害虫雑草名,使用方法
稲,直播水稲,除草剤,23995,トリアファモン・ベンゾビシクロン・ペントキサゾン水和剤,ＳＤＳイザナギフロアブル,ミズガヤツリ,原液湛水散布又は無人航空機による滴下
稲,直播水稲,除草剤,23995,トリアファモン・ベンゾビシクロン・ペントキサゾン水和剤,ＳＤＳイザナギフロアブル,一年生雑草,原液湛水散布又は無人航空機による滴下
稲,直播水稲,除草剤,24444,ベンゾビシクロン・メタミホップ粒剤,ＳＤＳカイシＭＦ１キロ粒剤,ウリカワ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24444,ベンゾビシクロン・メタミホップ粒剤,ＳＤＳカイシＭＦ１キロ粒剤,ヒルムシロ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24444,ベンゾビシクロン・メタミホップ粒剤,ＳＤＳカイシＭＦ１キロ粒剤,ヘラオモダカ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24444,ベンゾビシクロン・メタミホップ粒剤,ＳＤＳカイシＭＦ１キロ粒剤,ホタルイ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24444,ベンゾビシクロン・メタミホップ粒剤,ＳＤＳカイシＭＦ１キロ粒剤,マツバイ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24444,ベンゾビシクロン・メタミホップ粒剤,ＳＤＳカイシＭＦ１キロ粒剤,ミズガヤツリ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24444,ベンゾビシクロン・メタミホップ粒剤,ＳＤＳカイシＭＦ１キロ粒剤,一年生雑草,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,19097,イマゾスルフロン・エトベンザニド・ダイムロン粒剤,ＳＤＳキックバイ１キロ粒剤,アオミドロ・藻類による表層はく離（北海道、関東・東山・東海）,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,19097,イマゾスルフロン・エトベンザニド・ダイムロン粒剤,ＳＤＳキックバイ１キロ粒剤,ウリカワ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,19097,イマゾスルフロン・エトベンザニド・ダイムロン粒剤,ＳＤＳキックバイ１キロ粒剤,セリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,19097,イマゾスルフロン・エトベンザニド・ダイムロン粒剤,ＳＤＳキックバイ１キロ粒剤,ヒルムシロ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,19097,イマゾスルフロン・エトベンザニド・ダイムロン粒剤,ＳＤＳキックバイ１キロ粒剤,ヘラオモダカ（北海道）,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,19097,イマゾスルフロン・エトベンザニド・ダイムロン粒剤,ＳＤＳキックバイ１キロ粒剤,ホタルイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,19097,イマゾスルフロン・エトベンザニド・ダイムロン粒剤,ＳＤＳキックバイ１キロ粒剤,マツバイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,19097,イマゾスルフロン・エトベンザニド・ダイムロン粒剤,ＳＤＳキックバイ１キロ粒剤,ミズガヤツリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,19097,イマゾスルフロン・エトベンザニド・ダイムロン粒剤,ＳＤＳキックバイ１キロ粒剤,水田一年生雑草,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,22081,シハロホップブチル・ジメタメトリン・ハロスルフロンメチル・ベンゾビシクロン粒剤,ＳＤＳハイカット１キロ粒剤,ウリカワ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,22081,シハロホップブチル・ジメタメトリン・ハロスルフロンメチル・ベンゾビシクロン粒剤,ＳＤＳハイカット１キロ粒剤,ヒルムシロ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,22081,シハロホップブチル・ジメタメトリン・ハロスルフロンメチル・ベンゾビシクロン粒剤,ＳＤＳハイカット１キロ粒剤,ホタルイ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,22081,シハロホップブチル・ジメタメトリン・ハロスルフロンメチル・ベンゾビシクロン粒剤,ＳＤＳハイカット１キロ粒剤,マツバイ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,22081,シハロホップブチル・ジメタメトリン・ハロスルフロンメチル・ベンゾビシクロン粒剤,ＳＤＳハイカット１キロ粒剤,ミズガヤツリ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,22081,シハロホップブチル・ジメタメトリン・ハロスルフロンメチル・ベンゾビシクロン粒剤,ＳＤＳハイカット１キロ粒剤,一年生雑草,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23158,プロピリスルフロン・ベンゾビシクロン粒剤,ＳＤＳブルゼータ１キロ粒剤,アオミドロ・藻類による表層はく離,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23158,プロピリスルフロン・ベンゾビシクロン粒剤,ＳＤＳブルゼータ１キロ粒剤,ウリカワ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23158,プロピリスルフロン・ベンゾビシクロン粒剤,ＳＤＳブルゼータ１キロ粒剤,ヒルムシロ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23158,プロピリスルフロン・ベンゾビシクロン粒剤,ＳＤＳブルゼータ１キロ粒剤,ホタルイ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23158,プロピリスルフロン・ベンゾビシクロン粒剤,ＳＤＳブルゼータ１キロ粒剤,マツバイ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23158,プロピリスルフロン・ベンゾビシクロン粒剤,ＳＤＳブルゼータ１キロ粒剤,ミズガヤツリ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23158,プロピリスルフロン・ベンゾビシクロン粒剤,ＳＤＳブルゼータ１キロ粒剤,一年生雑草,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23216,カフェンストロール・ダイムロン・メタゾスルフロン粒剤,ＳＤＳ月光１キロ粒剤,ウリカワ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,23216,カフェンストロール・ダイムロン・メタゾスルフロン粒剤,ＳＤＳ月光１キロ粒剤,セリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,23216,カフェンストロール・ダイムロン・メタゾスルフロン粒剤,ＳＤＳ月光１キロ粒剤,ヒルムシロ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,23216,カフェンストロール・ダイムロン・メタゾスルフロン粒剤,ＳＤＳ月光１キロ粒剤,ホタルイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,23216,カフェンストロール・ダイムロン・メタゾスルフロン粒剤,ＳＤＳ月光１キロ粒剤,マツバイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,23216,カフェンストロール・ダイムロン・メタゾスルフロン粒剤,ＳＤＳ月光１キロ粒剤,ミズガヤツリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,23216,カフェンストロール・ダイムロン・メタゾスルフロン粒剤,ＳＤＳ月光１キロ粒剤,水田一年生雑草,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,23510,ピラゾレート・ベンゾビシクロン・メタゾスルフロン粒剤,アールタイプ１キロ粒剤,ウリカワ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23510,ピラゾレート・ベンゾビシクロン・メタゾスルフロン粒剤,アールタイプ１キロ粒剤,セリ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23510,ピラゾレート・ベンゾビシクロン・メタゾスルフロン粒剤,アールタイプ１キロ粒剤,ヒルムシロ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23510,ピラゾレート・ベンゾビシクロン・メタゾスルフロン粒剤,アールタイプ１キロ粒剤,ホタルイ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23510,ピラゾレート・ベンゾビシクロン・メタゾスルフロン粒剤,アールタイプ１キロ粒剤,マツバイ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23510,ピラゾレート・ベンゾビシクロン・メタゾスルフロン粒剤,アールタイプ１キロ粒剤,ミズガヤツリ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23510,ピラゾレート・ベンゾビシクロン・メタゾスルフロン粒剤,アールタイプ１キロ粒剤,一年生雑草,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,23716,ピラゾレート・ベンゾビシクロン・メタゾスルフロン水和剤,アールタイプフロアブル,ウリカワ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,23716,ピラゾレート・ベンゾビシクロン・メタゾスルフロン水和剤,アールタイプフロアブル,セリ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,23716,ピラゾレート・ベンゾビシクロン・メタゾスルフロン水和剤,アールタイプフロアブル,ヒルムシロ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,23716,ピラゾレート・ベンゾビシクロン・メタゾスルフロン水和剤,アールタイプフロアブル,ヘラオモダカ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,23716,ピラゾレート・ベンゾビシクロン・メタゾスルフロン水和剤,アールタイプフロアブル,ホタルイ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,23716,ピラゾレート・ベンゾビシクロン・メタゾスルフロン水和剤,アールタイプフロアブル,マツバイ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,23716,ピラゾレート・ベンゾビシクロン・メタゾスルフロン水和剤,アールタイプフロアブル,ミズガヤツリ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,23716,ピラゾレート・ベンゾビシクロン・メタゾスルフロン水和剤,アールタイプフロアブル,一年生雑草,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,23224,ピリフタリド・メソトリオン・メタゾスルフロン粒剤,アクシズＭＸ１キロ粒剤,セリ,無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,23224,ピリフタリド・メソトリオン・メタゾスルフロン粒剤,アクシズＭＸ１キロ粒剤,ヒルムシロ,無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,23224,ピリフタリド・メソトリオン・メタゾスルフロン粒剤,アクシズＭＸ１キロ粒剤,ホタルイ,無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,23224,ピリフタリド・メソトリオン・メタゾスルフロン粒剤,アクシズＭＸ１キロ粒剤,マツバイ,無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,23224,ピリフタリド・メソトリオン・メタゾスルフロン粒剤,アクシズＭＸ１キロ粒剤,ミズガヤツリ,無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,23224,ピリフタリド・メソトリオン・メタゾスルフロン粒剤,アクシズＭＸ１キロ粒剤,水田一年生雑草,無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,19193,シハロホップブチル粒剤,アグロスクリンチャー１キロ粒剤,ノビエ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,19193,シハロホップブチル粒剤,アグロスクリンチャー１キロ粒剤,ノビエ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,直播水稲,除草剤,24322,トリアファモン・ピラクロニル・ベンゾビシクロン粒剤,アシュラ１キロ粒剤,ウリカワ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24322,トリアファモン・ピラクロニル・ベンゾビシクロン粒剤,アシュラ１キロ粒剤,セリ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24322,トリアファモン・ピラクロニル・ベンゾビシクロン粒剤,アシュラ１キロ粒剤,ヒルムシロ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24322,トリアファモン・ピラクロニル・ベンゾビシクロン粒剤,アシュラ１キロ粒剤,ホタルイ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24322,トリアファモン・ピラクロニル・ベンゾビシクロン粒剤,アシュラ１キロ粒剤,マツバイ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24322,トリアファモン・ピラクロニル・ベンゾビシクロン粒剤,アシュラ１キロ粒剤,ミズガヤツリ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24322,トリアファモン・ピラクロニル・ベンゾビシクロン粒剤,アシュラ１キロ粒剤,一年生雑草,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24321,トリアファモン・ピラクロニル・ベンゾビシクロン粒剤,アシュラ４００ＦＧ,ウリカワ,湛水散布､湛水周縁散布又は無人航空機による散布
稲,直播水稲,除草剤,24321,トリアファモン・ピラクロニル・ベンゾビシクロン粒剤,アシュラ４００ＦＧ,セリ,湛水散布､湛水周縁散布又は無人航空機による散布
稲,直播水稲,除草剤,24321,トリアファモン・ピラクロニル・ベンゾビシクロン粒剤,アシュラ４００ＦＧ,ヒルムシロ,湛水散布､湛水周縁散布又は無人航空機による散布
稲,直播水稲,除草剤,24321,トリアファモン・ピラクロニル・ベンゾビシクロン粒剤,アシュラ４００ＦＧ,ホタルイ,湛水散布､湛水周縁散布又は無人航空機による散布
稲,直播水稲,除草剤,24321,トリアファモン・ピラクロニル・ベンゾビシクロン粒剤,アシュラ４００ＦＧ,マツバイ,湛水散布､湛水周縁散布又は無人航空機による散布
稲,直播水稲,除草剤,24321,トリアファモン・ピラクロニル・ベンゾビシクロン粒剤,アシュラ４００ＦＧ,ミズガヤツリ,湛水散布､湛水周縁散布又は無人航空機による散布
稲,直播水稲,除草剤,24321,トリアファモン・ピラクロニル・ベンゾビシクロン粒剤,アシュラ４００ＦＧ,一年生雑草,湛水散布､湛水周縁散布又は無人航空機による散布
稲,直播水稲,除草剤,24147,トリアファモン・ピラクロニル・ベンゾビシクロン水和剤,アシュラフロアブル,ウリカワ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,24147,トリアファモン・ピラクロニル・ベンゾビシクロン水和剤,アシュラフロアブル,セリ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,24147,トリアファモン・ピラクロニル・ベンゾビシクロン水和剤,アシュラフロアブル,ヒルムシロ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,24147,トリアファモン・ピラクロニル・ベンゾビシクロン水和剤,アシュラフロアブル,ヘラオモダカ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,24147,トリアファモン・ピラクロニル・ベンゾビシクロン水和剤,アシュラフロアブル,ホタルイ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,24147,トリアファモン・ピラクロニル・ベンゾビシクロン水和剤,アシュラフロアブル,マツバイ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,24147,トリアファモン・ピラクロニル・ベンゾビシクロン水和剤,アシュラフロアブル,ミズガヤツリ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,24147,トリアファモン・ピラクロニル・ベンゾビシクロン水和剤,アシュラフロアブル,一年生雑草,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,24325,テフリルトリオン・ピラクロニル・プロピリスルフロン粒剤,アットウＺ１キロ粒剤,ウリカワ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24325,テフリルトリオン・ピラクロニル・プロピリスルフロン粒剤,アットウＺ１キロ粒剤,セリ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24325,テフリルトリオン・ピラクロニル・プロピリスルフロン粒剤,アットウＺ１キロ粒剤,ヒルムシロ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24325,テフリルトリオン・ピラクロニル・プロピリスルフロン粒剤,アットウＺ１キロ粒剤,ホタルイ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24325,テフリルトリオン・ピラクロニル・プロピリスルフロン粒剤,アットウＺ１キロ粒剤,マツバイ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24325,テフリルトリオン・ピラクロニル・プロピリスルフロン粒剤,アットウＺ１キロ粒剤,ミズガヤツリ,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24325,テフリルトリオン・ピラクロニル・プロピリスルフロン粒剤,アットウＺ１キロ粒剤,一年生雑草,湛水散布又は無人航空機による散布
稲,直播水稲,除草剤,24324,テフリルトリオン・ピラクロニル・プロピリスルフロン粒剤,アットウＺ４００ＦＧ,ウリカワ,湛水散布､湛水周縁散布又は無人航空機による散布
稲,直播水稲,除草剤,24324,テフリルトリオン・ピラクロニル・プロピリスルフロン粒剤,アットウＺ４００ＦＧ,セリ,湛水散布､湛水周縁散布又は無人航空機による散布
稲,直播水稲,除草剤,24324,テフリルトリオン・ピラクロニル・プロピリスルフロン粒剤,アットウＺ４００ＦＧ,ヒルムシロ,湛水散布､湛水周縁散布又は無人航空機による散布
稲,直播水稲,除草剤,24324,テフリルトリオン・ピラクロニル・プロピリスルフロン粒剤,アットウＺ４００ＦＧ,ホタルイ,湛水散布､湛水周縁散布又は無人航空機による散布
稲,直播水稲,除草剤,24324,テフリルトリオン・ピラクロニル・プロピリスルフロン粒剤,アットウＺ４００ＦＧ,マツバイ,湛水散布､湛水周縁散布又は無人航空機による散布
稲,直播水稲,除草剤,24324,テフリルトリオン・ピラクロニル・プロピリスルフロン粒剤,アットウＺ４００ＦＧ,ミズガヤツリ,湛水散布､湛水周縁散布又は無人航空機による散布
稲,直播水稲,除草剤,24324,テフリルトリオン・ピラクロニル・プロピリスルフロン粒剤,アットウＺ４００ＦＧ,一年生雑草,湛水散布､湛水周縁散布又は無人航空機による散布
稲,直播水稲,除草剤,24326,テフリルトリオン・ピラクロニル・プロピリスルフロン水和剤,アットウＺフロアブル,ウリカワ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,24326,テフリルトリオン・ピラクロニル・プロピリスルフロン水和剤,アットウＺフロアブル,セリ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,24326,テフリルトリオン・ピラクロニル・プロピリスルフロン水和剤,アットウＺフロアブル,ヒルムシロ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,24326,テフリルトリオン・ピラクロニル・プロピリスルフロン水和剤,アットウＺフロアブル,ホタルイ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,24326,テフリルトリオン・ピラクロニル・プロピリスルフロン水和剤,アットウＺフロアブル,マツバイ,原液湛水散布､水口施用又は無人航空機による滴下
稲,直播水稲,除草剤,24326,テフリルトリオン・ピラクロニル・プロピリスルフロン水和剤,アットウＺフロアブル,ミズガヤツリ,原液湛水散布､水口施用又は無人航空機による滴下
