集計上の作物分類,作物名,用途,登録番号,農薬の種類,農薬の名称,適用病害虫雑草名,使用方法
果樹類,かんきつ(みかんを除く),殺菌剤,14228,チオファネートメチル水和剤,トップジンＭゾル,貯蔵病害（青かび病）,無人航空機による散布
果樹類,かんきつ(みかんを除く),殺菌剤,14228,チオファネートメチル水和剤,トップジンＭゾル,貯蔵病害（緑かび病）,無人航空機による散布
果樹類,かんきつ(みかんを除く),殺菌剤,14230,チオファネートメチル水和剤,ホクコートップジンＭゾル,貯蔵病害（軸腐病）,無人航空機による散布
果樹類,かんきつ(みかんを除く),殺菌剤,14230,チオファネートメチル水和剤,ホクコートップジンＭゾル,貯蔵病害（青かび病）,無人航空機による散布
果樹類,かんきつ(みかんを除く),殺菌剤,14230,チオファネートメチル水和剤,ホクコートップジンＭゾル,貯蔵病害（緑かび病）,無人航空機による散布
果樹類,かんきつ(みかんを除く),殺菌剤,22345,マンゼブ水和剤,ジマンダイセン水和剤,黒点病,無人航空機による散布
果樹類,みかん,殺虫剤,4962,ＭＥＰ乳剤,住化スミチオン乳剤,アザミウマ類,無人航空機による散布
果樹類,みかん,殺虫剤,4962,ＭＥＰ乳剤,住化スミチオン乳剤,ケシキスイ類,無人航空機による散布
果樹類,みかん,殺虫剤,4962,ＭＥＰ乳剤,住化スミチオン乳剤,コアオハナムグリ,無人航空機による散布
果樹類,みかん,殺虫剤,4982,ＭＥＰ乳剤,日産スミチオン乳剤,アザミウマ類,無人航空機による散布
果樹類,みかん,殺虫剤,4982,ＭＥＰ乳剤,日産スミチオン乳剤,ケシキスイ類,無人航空機による散布
果樹類,みかん,殺虫剤,4982,ＭＥＰ乳剤,日産スミチオン乳剤,コアオハナムグリ,無人航空機による散布
果樹類,みかん,殺虫剤,4991,ＭＥＰ乳剤,ホクコースミチオン乳剤,アザミウマ類,無人航空機による散布
果樹類,みかん,殺虫剤,4991,ＭＥＰ乳剤,ホクコースミチオン乳剤,ケシキスイ類,無人航空機による散布
果樹類,みかん,殺虫剤,4991,ＭＥＰ乳剤,ホクコースミチオン乳剤,コアオハナムグリ,無人航空機による散布
果樹類,みかん,殺虫剤,5042,ＭＥＰ乳剤,日農スミチオン乳剤,アザミウマ類,無人航空機による散布
果樹類,みかん,殺虫剤,5042,ＭＥＰ乳剤,日農スミチオン乳剤,ケシキスイ類,無人航空機による散布
果樹類,みかん,殺虫剤,5042,ＭＥＰ乳剤,日農スミチオン乳剤,コアオハナムグリ,無人航空機による散布
果樹類,みかん,殺虫剤,5052,ＭＥＰ乳剤,サンケイスミチオン乳剤,アザミウマ類,無人航空機による散布
果樹類,みかん,殺虫剤,5052,ＭＥＰ乳剤,サンケイスミチオン乳剤,ケシキスイ類,無人航空機による散布
果樹類,みかん,殺虫剤,5052,ＭＥＰ乳剤,サンケイスミチオン乳剤,コアオハナムグリ,無人航空機による散布
果樹類,みかん,殺虫剤,9576,ＭＥＰ乳剤,クミアイスミチオン乳剤,アザミウマ類,無人航空機による散布
果樹類,みかん,殺虫剤,9576,ＭＥＰ乳剤,クミアイスミチオン乳剤,ケシキスイ類,無人航空機による散布
果樹類,みかん,殺虫剤,9576,ＭＥＰ乳剤,クミアイスミチオン乳剤,コアオハナムグリ,無人航空機による散布
果樹類,みかん,殺虫剤,12257,ＭＥＰ乳剤,サンケイスミチオン乳剤,アザミウマ類,無人航空機による散布
果樹類,みかん,殺虫剤,12257,ＭＥＰ乳剤,サンケイスミチオン乳剤,ケシキスイ類,無人航空機による散布
果樹類,みかん,殺虫剤,12257,ＭＥＰ乳剤,サンケイスミチオン乳剤,コアオハナムグリ,無人航空機による散布
果樹類,みかん,殺虫剤,12333,ＭＥＰ乳剤,一農スミチオン乳剤,アザミウマ類,無人航空機による散布
果樹類,みかん,殺虫剤,12333,ＭＥＰ乳剤,一農スミチオン乳剤,ケシキスイ類,無人航空機による散布
果樹類,みかん,殺虫剤,12333,ＭＥＰ乳剤,一農スミチオン乳剤,コアオハナムグリ,無人航空機による散布
果樹類,みかん,殺菌剤,14228,チオファネートメチル水和剤,トップジンＭゾル,貯蔵病害（軸腐病）,無人航空機による散布
果樹類,みかん,殺菌剤,14228,チオファネートメチル水和剤,トップジンＭゾル,貯蔵病害（青かび病）,無人航空機による散布
果樹類,みかん,殺菌剤,14228,チオファネートメチル水和剤,トップジンＭゾル,貯蔵病害（緑かび病）,無人航空機による散布
果樹類,みかん,殺菌剤,14230,チオファネートメチル水和剤,ホクコートップジンＭゾル,貯蔵病害（軸腐病）,無人航空機による散布
果樹類,みかん,殺菌剤,14230,チオファネートメチル水和剤,ホクコートップジンＭゾル,貯蔵病害（青かび病）,無人航空機による散布
果樹類,みかん,殺菌剤,14230,チオファネートメチル水和剤,ホクコートップジンＭゾル,貯蔵病害（緑かび病）,無人航空機による散布
果樹類,みかん,殺虫剤,15350,ＭＥＰ乳剤,理研スミチオン乳剤,アザミウマ類,無人航空機による散布
果樹類,みかん,殺虫剤,15350,ＭＥＰ乳剤,理研スミチオン乳剤,ケシキスイ類,無人航空機による散布
果樹類,みかん,殺虫剤,15350,ＭＥＰ乳剤,理研スミチオン乳剤,コアオハナムグリ,無人航空機による散布
果樹類,みかん,殺菌剤,19884,イミノクタジンアルベシル酸塩水和剤,ベルクートフロアブル,灰色かび病,無人航空機による散布
果樹類,みかん,殺菌剤,19884,イミノクタジンアルベシル酸塩水和剤,ベルクートフロアブル,貯蔵病害（青かび病）,無人航空機による散布
果樹類,みかん,殺菌剤,19884,イミノクタジンアルベシル酸塩水和剤,ベルクートフロアブル,貯蔵病害（緑かび病）,無人航空機による散布
果樹類,みかん,殺虫剤,21949,ＭＥＰ乳剤,協友スミチオン乳剤,アザミウマ類,無人航空機による散布
果樹類,みかん,殺虫剤,21949,ＭＥＰ乳剤,協友スミチオン乳剤,ケシキスイ類,無人航空機による散布
果樹類,みかん,殺虫剤,21949,ＭＥＰ乳剤,協友スミチオン乳剤,コアオハナムグリ,無人航空機による散布
果樹類,みかん,殺菌剤,22345,マンゼブ水和剤,ジマンダイセン水和剤,黒点病,無人航空機による散布
果樹類,みかん,殺虫剤,22647,ＭＥＰ乳剤,ホクサンスミチオン乳剤,アザミウマ類,無人航空機による散布
果樹類,みかん,殺虫剤,22647,ＭＥＰ乳剤,ホクサンスミチオン乳剤,ケシキスイ類,無人航空機による散布
果樹類,みかん,殺虫剤,22647,ＭＥＰ乳剤,ホクサンスミチオン乳剤,コアオハナムグリ,無人航空機による散布
野菜類,アスパラガス,殺菌剤,19884,イミノクタジンアルベシル酸塩水和剤,ベルクートフロアブル,斑点病,無人航空機による散布
野菜類,アスパラガス,殺菌剤,21111,銅水和剤,Ｚボルドー,茎枯病,無人航空機による散布
野菜類,アスパラガス,殺菌剤,24041,銅水和剤,Ｚボルドー,茎枯病,無人航空機による散布
野菜類,えだまめ,殺虫剤,21259,ジノテフラン液剤,スタークル液剤１０,カメムシ類,無人航空機による散布
野菜類,えだまめ,殺虫剤,21259,ジノテフラン液剤,スタークル液剤１０,ダイズサヤタマバエ,無人航空機による散布
野菜類,えだまめ,殺虫剤,21260,ジノテフラン液剤,スタークルメイト液剤１０,カメムシ類,無人航空機による散布
野菜類,えだまめ,殺虫剤,21260,ジノテフラン液剤,スタークルメイト液剤１０,ダイズサヤタマバエ,無人航空機による散布
野菜類,えだまめ,殺虫剤,21924,ハスモンヨトウ核多角体病ウイルス水和剤,ハスモン天敵,ハスモンヨトウ,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,かぼちゃ,殺菌剤,21071,バチルス　ズブチリス水和剤,インプレッション水和剤,うどんこ病,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,かぼちゃ,殺菌剤,23046,バチルス　ズブチリス水和剤,セレナーデ水和剤,うどんこ病,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,かぼちゃ,殺菌剤,23646,ペンチオピラド・ＴＰＮ水和剤,ベジセイバー,うどんこ病,無人航空機による散布
野菜類,かぼちゃ,殺菌剤,23646,ペンチオピラド・ＴＰＮ水和剤,ベジセイバー,つる枯病,無人航空機による散布
野菜類,かぼちゃ,殺菌剤,23647,ペンチオピラド・ＴＰＮ水和剤,ＳＤＳベジセイバー,うどんこ病,無人航空機による散布
野菜類,かぼちゃ,殺菌剤,23647,ペンチオピラド・ＴＰＮ水和剤,ＳＤＳベジセイバー,つる枯病,無人航空機による散布
野菜類,かぼちゃ(露地栽培),殺菌剤,20231,テトラコナゾール液剤,サルバトーレＭＥ,うどんこ病,無人航空機による散布
野菜類,キャベツ,殺虫剤,17733,テフルベンズロン乳剤,クミアイノーモルト乳剤,コナガ,無人航空機による散布
野菜類,キャベツ,殺虫剤,17734,テフルベンズロン乳剤,日農ノーモルト乳剤,コナガ,無人航空機による散布
野菜類,キャベツ,殺虫剤,23187,スピロテトラマト水和剤,モベントフロアブル,アオムシ,無人航空機による散布
野菜類,キャベツ,殺虫剤,23187,スピロテトラマト水和剤,モベントフロアブル,アザミウマ類,無人航空機による散布
野菜類,キャベツ,殺虫剤,23187,スピロテトラマト水和剤,モベントフロアブル,アブラムシ類,無人航空機による散布
野菜類,キャベツ,殺虫剤,23187,スピロテトラマト水和剤,モベントフロアブル,コナガ,無人航空機による散布
野菜類,くわい,除草剤,9109,ＡＣＮ粒剤,モゲトン粒剤,ウキクサ類,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,しょうが,殺虫剤,17541,エトフェンプロックス乳剤,トレボンエアー,アワノメイガ,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,せり,除草剤,9109,ＡＣＮ粒剤,モゲトン粒剤,ウキクサ類,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,せり,除草剤,9109,ＡＣＮ粒剤,モゲトン粒剤,藻類（アオミドロ、アミミドロ）,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,だいこん,殺虫剤,17733,テフルベンズロン乳剤,クミアイノーモルト乳剤,コナガ,無人航空機による散布
野菜類,だいこん,殺虫剤,17734,テフルベンズロン乳剤,日農ノーモルト乳剤,コナガ,無人航空機による散布
野菜類,たまねぎ,殺虫剤,13175,アセフェート水和剤,ホクコーオルトラン水和剤,ネギアザミウマ,無人航空機による散布
野菜類,たまねぎ,殺菌剤,14228,チオファネートメチル水和剤,トップジンＭゾル,灰色腐敗病,無人航空機による散布
野菜類,たまねぎ,殺菌剤,14230,チオファネートメチル水和剤,ホクコートップジンＭゾル,灰色腐敗病,無人航空機による散布
野菜類,たまねぎ,殺菌剤,14498,プロシミドン水和剤,住化スミレックス水和剤,灰色かび病,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,たまねぎ,殺菌剤,14499,プロシミドン水和剤,ホクコースミレックス水和剤,灰色かび病,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,たまねぎ,殺菌剤,14500,プロシミドン水和剤,日農スミレックス水和剤,灰色かび病,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,たまねぎ,殺虫剤,16589,シペルメトリン乳剤,アグロスリン乳剤,アザミウマ類,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,たまねぎ,殺虫剤,16589,シペルメトリン乳剤,アグロスリン乳剤,シロイチモジヨトウ,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,たまねぎ,殺虫剤,16590,シペルメトリン乳剤,クミアイアグロスリン乳剤,アザミウマ類,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,たまねぎ,殺虫剤,16590,シペルメトリン乳剤,クミアイアグロスリン乳剤,シロイチモジヨトウ,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,たまねぎ,殺虫剤,16591,シペルメトリン乳剤,日農アグロスリン乳剤,アザミウマ類,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,たまねぎ,殺虫剤,16591,シペルメトリン乳剤,日農アグロスリン乳剤,シロイチモジヨトウ,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,たまねぎ,殺虫剤,19992,アセフェート水和剤,オルトラン水和剤,ネギアザミウマ,無人航空機による散布
野菜類,たまねぎ,殺菌剤,23101,フルオピコリド・ベンチアバリカルブイソプロピル水和剤,ジャストフィットフロアブル,べと病,無人航空機による散布
野菜類,たまねぎ,殺菌剤,23455,アメトクトラジン・ジメトモルフ水和剤,ザンプロＤＭフロアブル,べと病,無人航空機による散布
野菜類,にんじん,殺菌剤,19884,イミノクタジンアルベシル酸塩水和剤,ベルクートフロアブル,斑点病,無人航空機による散布
野菜類,ブロッコリー,殺虫剤,23187,スピロテトラマト水和剤,モベントフロアブル,アザミウマ類,無人航空機による散布
野菜類,ブロッコリー,殺虫剤,23187,スピロテトラマト水和剤,モベントフロアブル,アブラムシ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,4962,ＭＥＰ乳剤,住化スミチオン乳剤,アザミウマ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,4962,ＭＥＰ乳剤,住化スミチオン乳剤,ネギハモグリバエ,無人航空機による散布
野菜類,らっきょう,殺虫剤,4982,ＭＥＰ乳剤,日産スミチオン乳剤,アザミウマ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,4982,ＭＥＰ乳剤,日産スミチオン乳剤,ネギハモグリバエ,無人航空機による散布
野菜類,らっきょう,殺虫剤,4991,ＭＥＰ乳剤,ホクコースミチオン乳剤,アザミウマ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,4991,ＭＥＰ乳剤,ホクコースミチオン乳剤,ネギハモグリバエ,無人航空機による散布
野菜類,らっきょう,殺虫剤,5042,ＭＥＰ乳剤,日農スミチオン乳剤,アザミウマ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,5042,ＭＥＰ乳剤,日農スミチオン乳剤,ネギハモグリバエ,無人航空機による散布
野菜類,らっきょう,殺虫剤,5052,ＭＥＰ乳剤,サンケイスミチオン乳剤,アザミウマ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,5052,ＭＥＰ乳剤,サンケイスミチオン乳剤,ネギハモグリバエ,無人航空機による散布
野菜類,らっきょう,殺虫剤,9576,ＭＥＰ乳剤,クミアイスミチオン乳剤,アザミウマ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,9576,ＭＥＰ乳剤,クミアイスミチオン乳剤,ネギハモグリバエ,無人航空機による散布
野菜類,らっきょう,殺虫剤,12257,ＭＥＰ乳剤,サンケイスミチオン乳剤,アザミウマ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,12257,ＭＥＰ乳剤,サンケイスミチオン乳剤,ネギハモグリバエ,無人航空機による散布
野菜類,らっきょう,殺虫剤,12333,ＭＥＰ乳剤,一農スミチオン乳剤,アザミウマ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,12333,ＭＥＰ乳剤,一農スミチオン乳剤,ネギハモグリバエ,無人航空機による散布
野菜類,らっきょう,殺虫剤,15350,ＭＥＰ乳剤,理研スミチオン乳剤,アザミウマ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,15350,ＭＥＰ乳剤,理研スミチオン乳剤,ネギハモグリバエ,無人航空機による散布
野菜類,らっきょう,殺虫剤,21259,ジノテフラン液剤,スタークル液剤１０,アザミウマ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,21259,ジノテフラン液剤,スタークル液剤１０,ハモグリバエ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,21260,ジノテフラン液剤,スタークルメイト液剤１０,アザミウマ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,21260,ジノテフラン液剤,スタークルメイト液剤１０,ハモグリバエ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,21949,ＭＥＰ乳剤,協友スミチオン乳剤,アザミウマ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,21949,ＭＥＰ乳剤,協友スミチオン乳剤,ネギハモグリバエ,無人航空機による散布
野菜類,らっきょう,殺虫剤,22647,ＭＥＰ乳剤,ホクサンスミチオン乳剤,アザミウマ類,無人航空機による散布
野菜類,らっきょう,殺虫剤,22647,ＭＥＰ乳剤,ホクサンスミチオン乳剤,ネギハモグリバエ,無人航空機による散布
野菜類,ﾚﾀｽ,殺虫剤,23187,スピロテトラマト水和剤,モベントフロアブル,アザミウマ類,無人航空機による散布
野菜類,ﾚﾀｽ,殺虫剤,23187,スピロテトラマト水和剤,モベントフロアブル,アブラムシ類,無人航空機による散布
野菜類,非結球ﾚﾀｽ,殺虫剤,23187,スピロテトラマト水和剤,モベントフロアブル,アザミウマ類,無人航空機による散布
野菜類,非結球ﾚﾀｽ,殺虫剤,23187,スピロテトラマト水和剤,モベントフロアブル,アブラムシ類,無人航空機による散布
野菜類,れんこん,除草剤,9109,ＡＣＮ粒剤,モゲトン粒剤,ウキクサ類,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,れんこん,殺虫剤,13177,アセフェート粒剤,ホクコーオルトラン粒剤,アブラムシ類,無人航空機による散布
野菜類,れんこん,殺虫剤,19993,アセフェート粒剤,オルトラン粒剤,アブラムシ類,無人航空機による散布
野菜類,れんこん,殺虫剤,20800,クロチアニジン粒剤,ダントツ粒剤,クワイクビレアブラムシ,無人航空機による散布
野菜類,れんこん,殺虫剤,21645,クロチアニジン粒剤,協友ダントツ粒剤,クワイクビレアブラムシ,無人航空機による散布
野菜類,れんこん,殺虫剤,22307,フロニカミド粒剤,ウララ粒剤,クワイクビレアブラムシ,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,れんこん,殺虫剤,23398,燐酸第二鉄粒剤,スクミンベイト３,スクミリンゴガイ,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,れんこん,殺虫剤,23490,燐酸第二鉄粒剤,Ｎスクミンベイト３,スクミリンゴガイ,無人ﾍﾘｺﾌﾟﾀｰによる散布
野菜類,れんこん,殺虫剤,23838,燐酸第二鉄粒剤,スクミンブルー,スクミリンゴガイ,無人ﾍﾘｺﾌﾟﾀｰによる散布
いも類,かんしょ,殺虫剤,21916,フルベンジアミド水和剤,フェニックス顆粒水和剤,ナカジロシタバ,無人航空機による散布
いも類,かんしょ,殺虫剤,21916,フルベンジアミド水和剤,フェニックス顆粒水和剤,ハスモンヨトウ,無人航空機による散布
いも類,かんしょ,殺虫剤,21917,フルベンジアミド水和剤,日曹フェニックス顆粒水和剤,ナカジロシタバ,無人航空機による散布
いも類,かんしょ,殺虫剤,21917,フルベンジアミド水和剤,日曹フェニックス顆粒水和剤,ハスモンヨトウ,無人航空機による散布
いも類,かんしょ,殺虫剤,22461,メタフルミゾン水和剤,アクセルフロアブル,ナカジロシタバ,無人航空機による散布
いも類,かんしょ,殺虫剤,22461,メタフルミゾン水和剤,アクセルフロアブル,ハスモンヨトウ,無人航空機による散布
いも類,かんしょ,殺虫剤,22461,メタフルミゾン水和剤,アクセルフロアブル,ヨツモンカメノコハムシ,無人航空機による散布
いも類,かんしょ,殺虫剤,22464,クロラントラニリプロール水和剤,プレバソンフロアブル５,ナカジロシタバ,無人航空機による散布
いも類,かんしょ,殺虫剤,22464,クロラントラニリプロール水和剤,プレバソンフロアブル５,ハスモンヨトウ,無人航空機による散布
いも類,かんしょ,殺虫剤,22465,クロラントラニリプロール水和剤,ホクコープレバソンフロアブル５,ナカジロシタバ,無人航空機による散布
いも類,かんしょ,殺虫剤,22465,クロラントラニリプロール水和剤,ホクコープレバソンフロアブル５,ハスモンヨトウ,無人航空機による散布
いも類,かんしょ,殺虫剤,22466,クロラントラニリプロール水和剤,丸和プレバソンフロアブル５,ナカジロシタバ,無人航空機による散布
いも類,かんしょ,殺虫剤,22466,クロラントラニリプロール水和剤,丸和プレバソンフロアブル５,ハスモンヨトウ,無人航空機による散布
いも類,かんしょ,殺虫剤,22468,クロラントラニリプロール水和剤,日産プレバソンフロアブル５,ナカジロシタバ,無人航空機による散布
いも類,かんしょ,殺虫剤,22468,クロラントラニリプロール水和剤,日産プレバソンフロアブル５,ハスモンヨトウ,無人航空機による散布
いも類,ばれいしょ,殺虫剤,18211,イミダクロプリド水和剤,アドマイヤー水和剤,アブラムシ類,無人航空機による散布
いも類,ばれいしょ,殺虫剤,18212,イミダクロプリド水和剤,クミアイアドマイヤー水和剤,アブラムシ類,無人航空機による散布
いも類,ばれいしょ,殺菌剤,19677,非病原性エルビニア　カロトボーラ水和剤,バイオキーパー水和剤,軟腐病,無人ﾍﾘｺﾌﾟﾀｰによる散布
いも類,ばれいしょ,殺菌剤,19679,非病原性エルビニア　カロトボーラ水和剤,日産バイオキーパー水和剤,軟腐病,無人ﾍﾘｺﾌﾟﾀｰによる散布
いも類,ばれいしょ,殺虫剤,20342,イミダクロプリド水和剤,アドマイヤー顆粒水和剤,アブラムシ類,無人航空機による散布
いも類,ばれいしょ,殺虫剤,20342,イミダクロプリド水和剤,アドマイヤー顆粒水和剤,オオニジュウヤホシテントウ,無人航空機による散布
いも類,ばれいしょ,殺虫剤,20343,イミダクロプリド水和剤,クミアイアドマイヤー顆粒水和剤,アブラムシ類,無人航空機による散布
いも類,ばれいしょ,殺虫剤,20343,イミダクロプリド水和剤,クミアイアドマイヤー顆粒水和剤,オオニジュウヤホシテントウ,無人航空機による散布
いも類,ばれいしょ,殺菌剤,20353,シモキサニル・ファモキサドン水和剤,ホライズンドライフロアブル,疫病,無人ﾍﾘｺﾌﾟﾀｰによる散布
いも類,ばれいしょ,殺菌剤,20354,シモキサニル・ファモキサドン水和剤,日産ホライズンドライフロアブル,疫病,無人ﾍﾘｺﾌﾟﾀｰによる散布
いも類,ばれいしょ,殺菌剤,20624,シアゾファミド水和剤,ランマンフロアブル,疫病,無人航空機による散布
いも類,ばれいしょ,殺虫剤,20641,アセタミプリド液剤,モスピランＳＬ液剤,アブラムシ類,無人航空機による散布
いも類,ばれいしょ,殺虫剤,20642,アセタミプリド液剤,日農モスピランＳＬ液剤,アブラムシ類,無人航空機による散布
いも類,ばれいしょ,殺菌剤,21718,非病原性エルビニア　カロトボーラ水和剤,エコメイト,軟腐病,無人ﾍﾘｺﾌﾟﾀｰによる散布
いも類,ばれいしょ,殺菌剤,21954,ベンチアバリカルブイソプロピル・ＴＰＮ水和剤,プロポーズ顆粒水和剤,疫病,無人航空機による散布
いも類,ばれいしょ,殺菌剤,21954,ベンチアバリカルブイソプロピル・ＴＰＮ水和剤,プロポーズ顆粒水和剤,夏疫病,無人航空機による散布
いも類,ばれいしょ,殺菌剤,21955,ベンチアバリカルブイソプロピル・ＴＰＮ水和剤,ワイドヒッター顆粒水和剤,疫病,無人航空機による散布
いも類,ばれいしょ,殺菌剤,21955,ベンチアバリカルブイソプロピル・ＴＰＮ水和剤,ワイドヒッター顆粒水和剤,夏疫病,無人航空機による散布
